Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
Aliens versus Predator: Extinction;PlayStation 2;2003;Zono Incorporated;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;aliens versus predator extinction
Aliens versus Predator: Extinction;Xbox;2003;Zono Incorporated;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;aliens versus predator extinction
Aliens vs Predator;PlayStation 3;2010;Rebellion Developments;1.05;0.41;0.46;0.0;0.18;7th Gen;Home Console;Sony;aliens vs predator
Aliens vs Predator;Xbox 360;2010;Rebellion Developments;1.06;0.55;0.4;0.0;0.11;7th Gen;Home Console;Microsoft;aliens vs predator
Aliens vs Predator: Requiem;PlayStation Portable;2007;Rebellion Developments;0.22;0.03;0.12;0.0;0.07;6th Gen;Handheld;Sony;aliens vs predator requiem
All-Star Baseball 2000;Nintendo 64;1999;Iguana Entertainment;0.39;0.36;0.03;0.0;0.0;5th Gen;Home Console;Nintendo;all star baseball 2000
All-Star Baseball 2001;Nintendo 64;2000;High Voltage Software;0.23;0.22;0.01;0.0;0.0;5th Gen;Home Console;Nintendo;all star baseball 2001
All-Star Baseball 2002;GameCube;2001;Acclaim Entertainment;0.22;0.17;0.04;0.0;0.01;6th Gen;Home Console;Nintendo;all star baseball 2002
All-Star Baseball 2002;PlayStation 2;2001;Acclaim Entertainment;0.55;0.27;0.21;0.0;0.07;6th Gen;Home Console;Sony;all star baseball 2002
All-Star Baseball 2003;GameCube;2002;Acclaim Entertainment;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;all star baseball 2003
All-Star Baseball 2003;PlayStation 2;2002;Acclaim Entertainment;0.77;0.38;0.29;0.0;0.1;6th Gen;Home Console;Sony;all star baseball 2003
All-Star Baseball 2003;Xbox;2002;Acclaim Entertainment;0.26;0.19;0.06;0.0;0.01;6th Gen;Home Console;Microsoft;all star baseball 2003
All-Star Baseball 2004;GameCube;2003;Acclaim Entertainment;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;all star baseball 2004
All-Star Baseball 2004;PlayStation 2;2003;Acclaim Entertainment;0.42;0.21;0.16;0.0;0.05;6th Gen;Home Console;Sony;all star baseball 2004
All-Star Baseball 2004;Xbox;2003;Acclaim Entertainment;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;all star baseball 2004
All-Star Baseball 2005;PlayStation 2;2004;Acclaim Entertainment;0.32;0.16;0.12;0.0;0.04;6th Gen;Home Console;Sony;all star baseball 2005
All-Star Baseball 2005;Xbox;2004;Acclaim Entertainment;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;all star baseball 2005
All-Star Baseball 99;Nintendo 64;1998;Iguana Entertainment;0.48;0.44;0.04;0.0;0.0;5th Gen;Home Console;Nintendo;all star baseball 99
All Star Cheer Squad;Wii;2008;Gorilla Systems;0.8;0.43;0.29;0.0;0.08;7th Gen;Home Console;Nintendo;all star cheer squad
All Star Karate;Wii;2010;THQ;0.22;0.13;0.07;0.0;0.02;7th Gen;Home Console;Nintendo;all star karate
All Star Tennis 99;Nintendo 64;1999;Smart Dog;0.05;0.04;0.01;0.0;0.0;5th Gen;Home Console;Nintendo;all star tennis 99
Allied General;PlayStation;1996;SSI;0.19;0.11;0.07;0.0;0.01;5th Gen;Home Console;Sony;allied general
Alone in the Dark;PlayStation 2;2008;Hydravision Entertainment;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;alone in the dark
Alone In The Dark;Wii;2008;Hydravision Entertainment;0.19;0.09;0.08;0.0;0.02;7th Gen;Home Console;Nintendo;alone in the dark
Alone in the Dark;Xbox 360;2008;Eden Studios;0.49;0.14;0.3;0.0;0.05;7th Gen;Home Console;Microsoft;alone in the dark
Alone in the Dark: Inferno;PlayStation 3;2008;Eden Studios;0.13;0.09;0.03;0.0;0.01;7th Gen;Home Console;Sony;alone in the dark inferno
Alone in the Dark: One-Eyed Jack's Revenge;PlayStation;1996;I*Motion;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony;alone in the dark one eyed jacks revenge
Alone in the Dark: The New Nightmare;PlayStation;2001;Darkworks;0.16;0.09;0.06;0.0;0.01;5th Gen;Home Console;Sony;alone in the dark the new nightmare
Alpha Protocol;PlayStation 3;2010;Obsidian Entertainment;0.43;0.19;0.17;0.0;0.07;7th Gen;Home Console;Sony;alpha protocol
Alpha Protocol;Xbox 360;2010;Obsidian Entertainment;0.4;0.23;0.13;0.0;0.04;7th Gen;Home Console;Microsoft;alpha protocol
Alter Echo;PlayStation 2;2003;Outrage Games;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;alter echo
Alter Echo;Xbox;2003;Outrage Games;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;alter echo
Alundra;PlayStation;1997;Matrix Software;0.23;0.13;0.09;0.0;0.01;5th Gen;Home Console;Sony;alundra
Alundra 2: A New Legend Begins;PlayStation;2000;Matrix Software;0.27;0.15;0.1;0.0;0.02;5th Gen;Home Console;Sony;alundra 2 a new legend begins
Alvin and the Chipmunks;PlayStation 2;2007;Sensory Sweep Studios;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;alvin and the chipmunks
Alvin and the Chipmunks: Chipwrecked;Nintendo DS;2011;Behaviour Interactive;0.11;0.06;0.04;0.0;0.01;7th Gen;Handheld;Nintendo;alvin and the chipmunks chipwrecked
Alvin and the Chipmunks: Chipwrecked;Wii;2011;Behaviour Interactive;0.09;0.07;0.01;0.0;0.01;7th Gen;Home Console;Nintendo;alvin and the chipmunks chipwrecked
Alvin and the Chipmunks: Chipwrecked;Xbox 360;2011;Behaviour Interactive;0.11;0.09;0.01;0.0;0.01;7th Gen;Home Console;Microsoft;alvin and the chipmunks chipwrecked
Amazing Adventures: The Forgotten Ruins;Nintendo DS;2008;Black Lantern Studios;0.23;0.13;0.08;0.0;0.02;7th Gen;Handheld;Nintendo;amazing adventures the forgotten ruins
Amazing Island;GameCube;2004;Hitmaker;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;amazing island
American Chopper;PlayStation 2;2004;Creat Studio;0.42;0.35;0.01;0.0;0.06;6th Gen;Home Console;Sony;american chopper
American Chopper;Xbox;2004;Creat Studio;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;american chopper
American Chopper 2: Full Throttle;GameCube;2005;Creat Studio;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;american chopper 2 full throttle
American Chopper 2: Full Throttle;PlayStation 2;2005;Creat Studio;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;american chopper 2 full throttle
American Chopper 2: Full Throttle;Xbox;2005;Creat Studio;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;american chopper 2 full throttle
American Idol;PlayStation 2;2003;Hothouse Creations;0.55;0.27;0.21;0.0;0.07;6th Gen;Home Console;Sony;american idol
America's Army: Rise of a Soldier;Xbox;2005;Secret Level;0.25;0.19;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;americas army rise of a soldier
AMF Bowling 2004;Xbox;2003;Bethesda Softworks;0.29;0.22;0.06;0.0;0.01;6th Gen;Home Console;Microsoft;amf bowling 2004
AMF Xtreme Bowling;PlayStation 2;2006;Mud Duck Productions;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;amf xtreme bowling
Amped 2;Xbox;2003;Indie Built;0.25;0.2;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;amped 2
Amped 3;Xbox 360;2005;2K Sports;0.16;0.13;0.02;0.0;0.01;7th Gen;Home Console;Microsoft;amped 3
Amped: Freestyle Snowboarding;Xbox;2001;Indie Built;0.82;0.69;0.11;0.0;0.02;6th Gen;Home Console;Microsoft;amped freestyle snowboarding
Amplitude;PlayStation 2;2003;Harmonix Music Systems;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;amplitude
Anarchy Reigns;PlayStation 3;2013;PlatinumGames;0.22;0.1;0.03;0.06;0.03;7th Gen;Home Console;Sony;anarchy reigns
Anarchy Reigns;Xbox 360;2013;PlatinumGames;0.18;0.12;0.02;0.02;0.02;7th Gen;Home Console;Microsoft;anarchy reigns
And1 Streetball;PlayStation 2;2006;Black Ops Entertainment;0.26;0.13;0.1;0.0;0.03;6th Gen;Home Console;Sony;and1 streetball
And1 Streetball;Xbox;2006;Unknown;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;and1 streetball
Andretti Racing;PlayStation;1996;Stormfront Studios;0.77;0.43;0.29;0.0;0.05;5th Gen;Home Console;Sony;andretti racing
Angel Blade: Neo Tokyo Guardians;PlayStation;1997;Nippon Ichi Software;0.21;0.12;0.08;0.0;0.01;5th Gen;Home Console;Sony;angel blade neo tokyo guardians
Angler's Club: Ultimate Bass Fishing 3D;Nintendo 3DS;2011;D3 Publisher;0.03;0.0;0.03;0.0;0.0;8th Gen;Handheld;Nintendo;anglers club ultimate bass fishing 3d
Angry Birds: Star Wars;Nintendo 3DS;2013;Exient Entertainment;0.34;0.15;0.16;0.0;0.03;8th Gen;Handheld;Nintendo;angry birds star wars
Angry Birds Star Wars;PlayStation 3;2013;Exient Entertainment;0.33;0.1;0.17;0.0;0.06;7th Gen;Home Console;Sony;angry birds star wars
Angry Birds: Star Wars;PlayStation 4;2013;Exient Entertainment;0.24;0.11;0.09;0.0;0.04;8th Gen;Home Console;Sony;angry birds star wars
Angry Birds: Star Wars;PlayStation Vita;2013;Exient Entertainment;0.09;0.03;0.04;0.0;0.02;8th Gen;Handheld;Sony;angry birds star wars
Angry Birds: Star Wars;Wii;2013;Exient Entertainment;0.27;0.15;0.1;0.0;0.02;7th Gen;Home Console;Nintendo;angry birds star wars
Angry Birds: Star Wars;Wii U;2013;Exient Entertainment;0.1;0.05;0.04;0.0;0.01;8th Gen;Home Console;Nintendo;angry birds star wars
Angry Birds Star Wars;Xbox 360;2013;Exient Entertainment;0.3;0.16;0.11;0.0;0.03;7th Gen;Home Console;Microsoft;angry birds star wars
Angry Birds: Star Wars;Xbox One;2013;Exient Entertainment;0.17;0.11;0.04;0.0;0.02;8th Gen;Home Console;Microsoft;angry birds star wars
Angry Birds Trilogy;Nintendo 3DS;2012;Exient Entertainment;0.66;0.38;0.22;0.0;0.06;8th Gen;Handheld;Nintendo;angry birds trilogy
Angry Birds Trilogy;PlayStation 3;2012;Rovio Mobile;0.17;0.12;0.02;0.0;0.03;7th Gen;Home Console;Sony;angry birds trilogy
Angry Birds Trilogy;Xbox 360;2012;Rovio Mobile;0.26;0.18;0.05;0.0;0.03;7th Gen;Home Console;Microsoft;angry birds trilogy
Anima - Gate of Memories;PlayStation 4;2017;Anima Games Studio;0.04;0.01;0.02;0.0;0.01;8th Gen;Home Console;Sony;anima gate of memories
Animal Crossing;GameCube;2001;;3.16;1.92;0.16;0.99;0.09;6th Gen;Home Console;Nintendo;animal crossing
Animal Crossing: Amiibo Festival;Wii U;2015;Nd Cube Co., Ltd.;0.49;0.23;0.12;0.1;0.04;8th Gen;Home Console;Nintendo;animal crossing amiibo festival
Animal Crossing: City Folk;Wii;2008;Nintendo EAD;4.68;1.87;1.12;1.32;0.37;7th Gen;Home Console;Nintendo;animal crossing city folk
Animal Crossing: Happy Home Designer;Nintendo 3DS;2015;Nintendo EAD;2.98;0.47;1.0;1.39;0.12;8th Gen;Handheld;Nintendo;animal crossing happy home designer
Animal Crossing: New Leaf;Nintendo 3DS;2012;;9.1;2.01;2.32;4.36;0.41;8th Gen;Handheld;Nintendo;animal crossing new leaf
Animal Crossing: Wild World;Nintendo DS;2005;Nintendo EAD;12.28;2.55;3.52;5.33;0.88;7th Gen;Handheld;Nintendo;animal crossing wild world
Animal Paradise;Nintendo DS;2008;Rekoo;0.25;0.09;0.14;0.0;0.02;7th Gen;Handheld;Nintendo;animal paradise
Animaniacs Ten Pin Alley;PlayStation;1998;Saffire Corporation;0.65;0.36;0.25;0.0;0.04;5th Gen;Home Console;Sony;animaniacs ten pin alley
Animaniacs: The Great Edgar Hunt;GameCube;2005;Warthog;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;animaniacs the great edgar hunt
Animorphs: Shattered Reality;PlayStation;2000;Single Trac;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;animorphs shattered reality
Anno 1701: Dawn of Discovery;Nintendo DS;2007;Sunflower Studios;0.15;0.07;0.06;0.0;0.02;7th Gen;Handheld;Nintendo;anno 1701 dawn of discovery
Another Code R: A Journey into Lost Memories;Wii;2009;Cing;0.06;0.0;0.03;0.03;0.0;7th Gen;Home Console;Nintendo;another code r a journey into lost memories
Ant Nation;Nintendo DS;2009;Konami;0.08;0.06;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;ant nation
Antz Extreme Racing;PlayStation 2;2002;Supersonic Software;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;antz extreme racing
Apache: Air Assault;PlayStation 3;2010;Gaijin Entertainment;0.19;0.11;0.06;0.0;0.02;7th Gen;Home Console;Sony;apache air assault
Apache: Air Assault;Xbox 360;2010;Gaijin Entertainment;0.16;0.12;0.03;0.0;0.01;7th Gen;Home Console;Microsoft;apache air assault
Apassionata: Die Galanacht der Pferde;Nintendo DS;2009;B-Alive;0.05;0.0;0.04;0.0;0.01;7th Gen;Handheld;Nintendo;apassionata die galanacht der pferde
Ape Escape;PlayStation;1999;SCE Japan Studio;1.62;0.71;0.48;0.32;0.11;5th Gen;Home Console;Sony;ape escape
Ape Escape;PlayStation 3;2010;;0.04;0.0;0.03;0.0;0.01;7th Gen;Home Console;Sony;ape escape
Ape Escape 2;PlayStation 2;2003;SCE Japan Studio;0.62;0.12;0.09;0.38;0.03;6th Gen;Home Console;Sony;ape escape 2
Ape Escape 3;PlayStation 2;2006;SCE Japan Studio;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;ape escape 3
Ape Escape Academy;PlayStation Portable;2006;Shift;0.33;0.13;0.15;0.0;0.05;6th Gen;Handheld;Sony;ape escape academy
Ape Escape: On the Loose;PlayStation Portable;2005;SIMS;0.7;0.52;0.01;0.12;0.05;6th Gen;Handheld;Sony;ape escape on the loose
Ape Escape: Pumped & Primed;PlayStation 2;2004;SCE Japan Studio;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;ape escape pumped & primed
Apex;Xbox;2003;Milestone;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;apex
Apocalypse;PlayStation;1998;Neversoft Entertainment;0.45;0.25;0.17;0.0;0.03;5th Gen;Home Console;Sony;apocalypse
Apollo Justice: Ace Attorney;Nintendo DS;2007;Capcom;1.06;0.32;0.06;0.64;0.04;7th Gen;Handheld;Nintendo;apollo justice ace attorney
Aqua Aqua;PlayStation 2;2001;Zed Two Limited;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;aqua aqua
Aqua Panic!;Nintendo DS;2009;EKO System;0.02;0.01;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;aqua panic!
Aqua Teen Hunger Force: Zombie Ninja Pro-Am;PlayStation 2;2007;Creat Studios;0.07;0.03;0.03;0.0;0.01;6th Gen;Home Console;Sony;aqua teen hunger force zombie ninja pro am
Aquanaut's Holiday;PlayStation;1995;ArtDink;0.02;0.01;0.01;0.0;0.0;5th Gen;Home Console;Sony;aquanauts holiday
Ar nosurge: Ode to an Unborn Star;PlayStation 3;2014;Gust;0.17;0.05;0.04;0.06;0.02;7th Gen;Home Console;Sony;ar nosurge ode to an unborn star
Ar tonelico 2: Melody of Metafalica;PlayStation 2;2009;Gust;0.19;0.04;0.03;0.11;0.01;6th Gen;Home Console;Sony;ar tonelico 2 melody of metafalica
Ar tonelico Qoga: Knell of Ar Ciel;PlayStation 3;2011;Gust;0.23;0.08;0.01;0.13;0.01;7th Gen;Home Console;Sony;ar tonelico qoga knell of ar ciel
Arc the Lad: End of Darkness;PlayStation 2;2005;Cattle Call;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;arc the lad end of darkness
Arc the Lad: Twilight of the Spirits;PlayStation 2;2003;Cattle Call;0.37;0.18;0.14;0.0;0.05;6th Gen;Home Console;Sony;arc the lad twilight of the spirits
Arcade Hits: Frisky Tom;PlayStation;2002;Hamster;0.29;0.16;0.11;0.0;0.02;5th Gen;Home Console;Sony;arcade hits frisky tom
Arcade Party Pak;PlayStation;1999;Digital Eclipse;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;arcade party pak
Arcana Heart;PlayStation 2;2008;Examu Inc.;0.17;0.06;0.05;0.04;0.02;6th Gen;Home Console;Sony;arcana heart
Arcana Heart 3;PlayStation 3;2014;Examu Inc.;0.21;0.04;0.05;0.1;0.02;7th Gen;Home Console;Sony;arcana heart 3
Arcana Heart 3;Xbox 360;2011;Examu Inc.;0.04;0.0;0.02;0.02;0.0;7th Gen;Home Console;Microsoft;arcana heart 3
Arcania: Gothic 4;Xbox 360;2010;Spellbound Entertainment AG;0.1;0.04;0.04;0.01;0.01;7th Gen;Home Console;Microsoft;arcania gothic 4
Archer Maclean Presents: Pool Paradise;GameCube;2004;Awesome Developments;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;archer maclean presents pool paradise
Archer Maclean Presents: Pool Paradise;PlayStation 2;2004;Awesome Developments;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;archer maclean presents pool paradise
Archer Maclean's Mercury;PlayStation Portable;2005;Awesome Studios;0.56;0.17;0.24;0.0;0.15;6th Gen;Handheld;Sony;archer macleans mercury
Arctic Thunder;PlayStation 2;2001;Inland Productions;0.36;0.17;0.14;0.0;0.05;6th Gen;Home Console;Sony;arctic thunder
Arctic Thunder;Xbox;2001;Inland Productions;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;arctic thunder
Area 51;PlayStation;1996;Mesa Logic, Inc.;0.72;0.4;0.27;0.0;0.05;5th Gen;Home Console;Sony;area 51
Area 51;PlayStation 2;2005;Midway Studios Austin;0.45;0.22;0.17;0.0;0.06;6th Gen;Home Console;Sony;area 51
Area 51;Xbox;2005;Midway Studios  Austin;0.29;0.22;0.06;0.0;0.01;6th Gen;Home Console;Microsoft;area 51
Arena Football;PlayStation 2;2006;EA Tiburon;0.57;0.28;0.22;0.0;0.07;6th Gen;Home Console;Sony;arena football
Arena Football;Xbox;2006;EA Tiburon;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;arena football
Armed and Dangerous;Xbox;2003;Planet Moon Studios;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;armed and dangerous
Armored Core;PlayStation;1997;From Software;0.41;0.13;0.09;0.16;0.03;5th Gen;Home Console;Sony;armored core
Armored Core 2;PlayStation 2;2000;From Software;0.8;0.28;0.22;0.23;0.07;6th Gen;Home Console;Sony;armored core 2
Armored Core 2: Another Age;PlayStation 2;2001;From Software;0.41;0.11;0.08;0.19;0.03;6th Gen;Home Console;Sony;armored core 2 another age
Armored Core 3;PlayStation 2;2002;From Software;0.68;0.22;0.17;0.23;0.06;6th Gen;Home Console;Sony;armored core 3
Armored Core 4;Xbox 360;2007;From Software;0.25;0.19;0.01;0.03;0.02;7th Gen;Home Console;Microsoft;armored core 4
Armored Core: For Answer;PlayStation 3;2008;From Software;0.19;0.06;0.02;0.1;0.01;7th Gen;Home Console;Sony;armored core for answer
Armored Core: For Answer;Xbox 360;2008;From Software;0.15;0.06;0.01;0.07;0.01;7th Gen;Home Console;Microsoft;armored core for answer
Armored Core: Last Raven;PlayStation 2;2006;From Software;0.18;0.05;0.04;0.08;0.01;6th Gen;Home Console;Sony;armored core last raven
Armored Core: Master of Arena;PlayStation;2000;From Software;0.27;0.07;0.05;0.13;0.02;5th Gen;Home Console;Sony;armored core master of arena
Armored Core: Nexus;PlayStation 2;2004;From Software;0.27;0.06;0.05;0.14;0.02;6th Gen;Home Console;Sony;armored core nexus
Armored Core: Nine Breaker;PlayStation 2;2005;From Software;0.07;0.03;0.03;0.0;0.01;6th Gen;Home Console;Sony;armored core nine breaker
Armored Core: Project Phantasma;PlayStation;1998;From Software;0.27;0.06;0.04;0.15;0.02;5th Gen;Home Console;Sony;armored core project phantasma
Armored Core: Silent Line;PlayStation 2;2003;From Software;0.31;0.07;0.06;0.16;0.02;6th Gen;Home Console;Sony;armored core silent line
Armored Core V;PlayStation 3;2012;From Software;0.39;0.09;0.04;0.24;0.02;7th Gen;Home Console;Sony;armored core v
Armored Core V;Xbox 360;2012;From Software;0.21;0.13;0.03;0.04;0.01;7th Gen;Home Console;Microsoft;armored core v
Armorines: Project S.W.A.R.M.;Nintendo 64;1999;Acclaim Studios London;0.26;0.21;0.05;0.0;0.0;5th Gen;Home Console;Nintendo;armorines project s.w.a.r.m.
Armorines: Project S.W.A.R.M.;PlayStation;2000;Probe Entertainment;0.09;0.05;0.03;0.0;0.01;5th Gen;Home Console;Sony;armorines project s.w.a.r.m.
Army Corps of Hell;PlayStation Vita;2011;;0.11;0.05;0.04;0.0;0.02;8th Gen;Handheld;Sony;army corps of hell
Army Men 3D;PlayStation;1999;3DO;1.28;1.1;0.14;0.0;0.04;5th Gen;Home Console;Sony;army men 3d
Army Men: Air Attack;PlayStation;1999;3DO;0.85;0.47;0.32;0.0;0.06;5th Gen;Home Console;Sony;army men air attack
Army Men: Air Attack 2;PlayStation;2000;3DO;0.3;0.17;0.11;0.0;0.02;5th Gen;Home Console;Sony;army men air attack 2
Army Men: Air Combat;Nintendo 64;2000;3DO;0.24;0.19;0.05;0.0;0.0;5th Gen;Home Console;Nintendo;army men air combat
Army Men: Green Rogue;PlayStation;2001;3DO;0.06;0.04;0.02;0.0;0.0;5th Gen;Home Console;Sony;army men green rogue
Army Men: Green Rogue;PlayStation 2;2001;3DO;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;army men green rogue
Army Men: RTS;GameCube;2004;Pandemic Studios;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;army men rts
Army Men: RTS;PlayStation 2;2002;Pandemic Studios;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;army men rts
Army Men: Sarge's Heroes;Nintendo 64;1999;3DO;0.81;0.68;0.12;0.0;0.01;5th Gen;Home Console;Nintendo;army men sarges heroes
Army Men: Sarge's Heroes;PlayStation;2000;3DO;0.56;0.31;0.21;0.0;0.04;5th Gen;Home Console;Sony;army men sarges heroes
Army Men: Sarge's Heroes 2;Nintendo 64;2000;3DO;0.41;0.34;0.07;0.0;0.0;5th Gen;Home Console;Nintendo;army men sarges heroes 2
Army Men: Sarge's Heroes 2;PlayStation;2000;3DO;0.25;0.14;0.09;0.0;0.02;5th Gen;Home Console;Sony;army men sarges heroes 2
Army Men: Sarge's Heroes 2;PlayStation 2;2001;3DO;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;army men sarges heroes 2
Army Men: Sarge's War;GameCube;2004;Tactical Development;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;army men sarges war
Army Men: Sarge's War;Xbox;2004;Tactical Development;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;army men sarges war
Army Men World War: Final Front;PlayStation;2001;3DO;0.44;0.24;0.17;0.0;0.03;5th Gen;Home Console;Sony;army men world war final front
Army Men World War: Land, Sea, Air;PlayStation;2000;3DO;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony;army men world war land, sea, air
Army Men World War: Team Assault;PlayStation;2001;3DO;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;army men world war team assault
Army of Two;PlayStation 3;2008;EA Montreal;1.17;0.74;0.26;0.02;0.15;7th Gen;Home Console;Sony;army of two
Army of Two;Xbox 360;2008;EA Montreal;1.64;1.09;0.37;0.02;0.16;7th Gen;Home Console;Microsoft;army of two
Army of Two: The 40th Day;PlayStation 3;2010;EA Montreal;0.85;0.44;0.27;0.01;0.13;7th Gen;Home Console;Sony;army of two the 40th day
Army of Two: The 40th Day;PlayStation Portable;2010;Buzz Monkey Software;0.33;0.12;0.13;0.0;0.08;6th Gen;Handheld;Sony;army of two the 40th day
